訂單編號,路線代碼,司機代碼,預計到達,實際到達,客戶時窗起,客戶時窗迄,貨損旗標,客戶緯度,客戶經度
DLV-20250918-03344,R-01,D-07,2025-09-18 14:29:00,2025-09-18 14:09:08,2025-09-18 14:01:00,2025-09-18 14:57:00,0,24.12605,120.72046
DLV-20250918-03345,R-01,D-07,2025-09-18 17:20:00,2025-09-18 17:29:53,2025-09-18 16:50:00,2025-09-18 17:50:00,0,24.1162,120.68466
DLV-20250918-03346,R-01,D-07,2025-09-18 18:17:00,2025-09-18 18:10:10,2025-09-18 17:53:00,2025-09-18 18:41:00,0,24.15203,120.65607
DLV-20250918-03347,R-01,D-07,2025-09-18 12:28:00,2025-09-18 12:23:54,2025-09-18 12:13:00,2025-09-18 12:43:00,0,24.15772,120.6831
DLV-20250918-03348,R-01,D-07,2025-09-18 15:35:00,2025-09-18 15:42:36,2025-09-18 15:16:00,2025-09-18 15:54:00,1,24.16433,120.6787
DLV-20250918-03349,R-01,D-07,2025-09-18 10:19:00,2025-09-18 10:15:35,2025-09-18 09:55:00,2025-09-18 10:43:00,0,24.12037,120.68269
DLV-20250918-03350,R-01,D-01,2025-09-18 19:49:00,2025-09-18 20:08:06,2025-09-18 19:33:00,2025-09-18 20:05:00,0,24.14647,120.64872
DLV-20250918-03351,R-01,D-07,2025-09-18 09:50:00,2025-09-18 09:54:11,2025-09-18 09:31:00,2025-09-18 10:09:00,0,24.11824,120.66607
DLV-20250918-03352,R-01,D-01,2025-09-18 17:51:00,2025-09-18 17:42:12,2025-09-18 17:25:00,2025-09-18 18:17:00,0,24.17131,120.7181
DLV-20250918-03353,R-01,D-11,2025-09-18 11:26:00,2025-09-18 11:41:11,2025-09-18 10:58:00,2025-09-18 11:54:00,0,24.1455,120.71823
DLV-20250918-03354,R-01,D-11,2025-09-18 09:55:00,2025-09-18 10:03:59,2025-09-18 09:40:00,2025-09-18 10:10:00,0,24.14065,120.65129
DLV-20250918-03355,R-01,D-01,2025-09-18 12:52:00,2025-09-18 12:49:34,2025-09-18 12:28:00,2025-09-18 13:16:00,0,24.15528,120.67393
DLV-20250918-03356,R-01,D-07,2025-09-18 10:05:00,2025-09-18 09:50:27,2025-09-18 09:38:00,2025-09-18 10:32:00,0,24.17449,120.65194
DLV-20250918-03357,R-01,D-01,2025-09-18 19:56:00,2025-09-18 20:03:41,2025-09-18 19:27:00,2025-09-18 20:25:00,0,24.11713,120.67911
DLV-20250918-03358,R-01,D-07,2025-09-18 13:30:00,2025-09-18 13:19:57,2025-09-18 13:02:00,2025-09-18 13:58:00,0,24.14851,120.66745
DLV-20250918-03359,R-01,D-07,2025-09-18 18:26:00,2025-09-18 18:37:43,2025-09-18 18:07:00,2025-09-18 18:45:00,0,24.09627,120.67483
DLV-20250918-03360,R-01,D-01,2025-09-18 14:25:00,2025-09-18 14:13:26,2025-09-18 14:00:00,2025-09-18 14:50:00,0,24.14189,120.64634
DLV-20250918-03361,R-01,D-11,2025-09-18 18:04:00,2025-09-18 18:13:46,2025-09-18 17:42:00,2025-09-18 18:26:00,0,24.09529,120.65944
DLV-20250918-03362,R-01,D-11,2025-09-18 11:31:00,2025-09-18 11:22:17,2025-09-18 11:16:00,2025-09-18 11:46:00,0,24.16205,120.69943
DLV-20250918-03363,R-01,D-11,2025-09-18 17:27:00,2025-09-18 17:31:35,2025-09-18 17:07:00,2025-09-18 17:47:00,0,24.10037,120.64938
DLV-20250918-03364,R-01,D-01,2025-09-18 12:56:00,2025-09-18 13:06:07,2025-09-18 12:40:00,2025-09-18 13:12:00,0,24.1196,120.71441
DLV-20250918-03365,R-01,D-01,2025-09-18 17:37:00,2025-09-18 17:43:15,2025-09-18 17:20:00,2025-09-18 17:54:00,0,24.15366,120.68503
DLV-20250918-03366,R-02,D-02,2025-09-18 16:19:00,2025-09-18 16:33:51,2025-09-18 16:04:00,2025-09-18 16:34:00,0,24.17846,120.60756
DLV-20250918-03367,R-02,D-01,2025-09-18 19:10:00,2025-09-18 19:04:11,2025-09-18 18:40:00,2025-09-18 19:40:00,0,24.19706,120.66437
DLV-20250918-03368,R-02,D-12,2025-09-18 19:44:00,2025-09-18 19:47:50,2025-09-18 19:20:00,2025-09-18 20:08:00,0,24.19916,120.62333
DLV-20250918-03369,R-02,D-01,2025-09-18 12:05:00,2025-09-18 11:52:45,2025-09-18 11:44:00,2025-09-18 12:26:00,0,24.13611,120.63895
DLV-20250918-03370,R-02,D-01,2025-09-18 11:22:00,2025-09-18 11:14:06,2025-09-18 10:54:00,2025-09-18 11:50:00,0,24.17276,120.59128
DLV-20250918-03371,R-02,D-01,2025-09-18 18:59:00,2025-09-18 19:00:10,2025-09-18 18:39:00,2025-09-18 19:19:00,0,24.16912,120.63319
DLV-20250918-03372,R-02,D-02,2025-09-18 18:51:00,2025-09-18 18:49:49,2025-09-18 18:27:00,2025-09-18 19:15:00,0,24.18419,120.66288
DLV-20250918-03373,R-02,D-01,2025-09-18 17:24:00,2025-09-18 17:09:04,2025-09-18 16:59:00,2025-09-18 17:49:00,0,24.17151,120.65597
DLV-20250918-03374,R-02,D-01,2025-09-18 15:29:00,2025-09-18 15:19:35,2025-09-18 15:08:00,2025-09-18 15:50:00,0,24.2054,120.59277
DLV-20250918-03375,R-02,D-01,2025-09-18 13:34:00,2025-09-18 13:47:48,2025-09-18 13:17:00,2025-09-18 13:51:00,0,24.18732,120.58828
DLV-20250918-03376,R-02,D-01,2025-09-18 12:34:00,2025-09-18 12:42:30,2025-09-18 12:07:00,2025-09-18 13:01:00,0,24.14017,120.63354
DLV-20250918-03377,R-02,D-01,2025-09-18 13:58:00,2025-09-18 14:01:41,2025-09-18 13:38:00,2025-09-18 14:18:00,0,24.17866,120.6146
DLV-20250918-03378,R-02,D-02,2025-09-18 12:48:00,2025-09-18 13:01:09,2025-09-18 12:30:00,2025-09-18 13:06:00,0,24.1712,120.59738
DLV-20250918-03379,R-02,D-01,2025-09-18 13:05:00,2025-09-18 12:46:08,2025-09-18 12:48:00,2025-09-18 13:22:00,0,24.16213,120.60073
DLV-20250918-03380,R-02,D-01,2025-09-18 14:56:00,2025-09-18 14:48:48,2025-09-18 14:40:00,2025-09-18 15:12:00,0,24.15566,120.58812
DLV-20250918-03381,R-02,D-01,2025-09-18 13:18:00,2025-09-18 13:09:10,2025-09-18 13:03:00,2025-09-18 13:33:00,0,24.17263,120.63874
DLV-20250918-03382,R-02,D-01,2025-09-18 09:39:00,2025-09-18 09:58:42,2025-09-18 09:13:00,2025-09-18 10:05:00,0,24.15425,120.64644
DLV-20250918-03383,R-02,D-02,2025-09-18 16:26:00,2025-09-18 16:25:58,2025-09-18 15:58:00,2025-09-18 16:54:00,0,24.19402,120.61104
DLV-20250918-03384,R-02,D-02,2025-09-18 10:50:00,2025-09-18 10:19:46,2025-09-18 10:32:00,2025-09-18 11:08:00,0,24.2051,120.65361
DLV-20250918-03385,R-02,D-12,2025-09-18 13:21:00,2025-09-18 13:09:23,2025-09-18 13:02:00,2025-09-18 13:40:00,0,24.15454,120.59156
DLV-20250918-03386,R-03,D-03,2025-09-18 15:06:00,2025-09-18 15:41:00,2025-09-18 14:39:00,2025-09-18 15:33:00,0,24.04746,120.54471
DLV-20250918-03387,R-03,D-03,2025-09-18 11:42:00,2025-09-18 12:38:54,2025-09-18 11:24:00,2025-09-18 12:00:00,0,24.05131,120.60594
DLV-20250918-03388,R-03,D-03,2025-09-18 11:43:00,2025-09-18 12:45:40,2025-09-18 11:17:00,2025-09-18 12:09:00,0,24.07217,120.59203
DLV-20250918-03389,R-03,D-07,2025-09-18 18:36:00,2025-09-18 18:58:31,2025-09-18 18:13:00,2025-09-18 18:59:00,0,24.10397,120.59667
DLV-20250918-03390,R-03,D-03,2025-09-18 09:22:00,2025-09-18 09:42:35,2025-09-18 08:56:00,2025-09-18 09:48:00,0,24.10081,120.5841
DLV-20250918-03391,R-03,D-07,2025-09-18 09:45:00,2025-09-18 10:46:05,2025-09-18 09:16:00,2025-09-18 10:14:00,0,24.06139,120.56717
DLV-20250918-03392,R-03,D-07,2025-09-18 11:16:00,2025-09-18 11:57:52,2025-09-18 10:58:00,2025-09-18 11:34:00,0,24.06797,120.56362
DLV-20250918-03393,R-03,D-03,2025-09-18 09:21:00,2025-09-18 09:28:31,2025-09-18 09:06:00,2025-09-18 09:36:00,0,24.05179,120.59054
DLV-20250918-03394,R-03,D-07,2025-09-18 09:51:00,2025-09-18 10:46:10,2025-09-18 09:31:00,2025-09-18 10:11:00,0,24.07348,120.56869
DLV-20250918-03395,R-03,D-07,2025-09-18 16:16:00,2025-09-18 16:38:20,2025-09-18 15:51:00,2025-09-18 16:41:00,0,24.08637,120.56057
DLV-20250918-03396,R-03,D-03,2025-09-18 19:32:00,2025-09-18 20:19:46,2025-09-18 19:09:00,2025-09-18 19:55:00,0,24.0475,120.57111
DLV-20250918-03397,R-03,D-07,2025-09-18 15:51:00,2025-09-18 17:00:38,2025-09-18 15:21:00,2025-09-18 16:21:00,0,24.11414,120.57542
DLV-20250918-03398,R-03,D-07,2025-09-18 14:27:00,2025-09-18 14:15:47,2025-09-18 14:10:00,2025-09-18 14:44:00,0,24.09272,120.5442
DLV-20250918-03399,R-03,D-03,2025-09-18 11:53:00,2025-09-18 11:42:05,2025-09-18 11:35:00,2025-09-18 12:11:00,0,24.10945,120.58448
DLV-20250918-03400,R-03,D-03,2025-09-18 13:30:00,2025-09-18 13:52:17,2025-09-18 13:01:00,2025-09-18 13:59:00,0,24.04637,120.58619
DLV-20250918-03401,R-03,D-03,2025-09-18 12:32:00,2025-09-18 13:06:52,2025-09-18 12:09:00,2025-09-18 12:55:00,0,24.08168,120.60381
DLV-20250918-03402,R-03,D-07,2025-09-18 12:35:00,2025-09-18 13:38:55,2025-09-18 12:11:00,2025-09-18 12:59:00,0,24.08713,120.60028
DLV-20250918-03403,R-03,D-07,2025-09-18 16:51:00,2025-09-18 17:21:17,2025-09-18 16:32:00,2025-09-18 17:10:00,0,24.08708,120.61062
DLV-20250918-03404,R-03,D-07,2025-09-18 16:13:00,2025-09-18 16:31:42,2025-09-18 15:48:00,2025-09-18 16:38:00,0,24.05009,120.59841
DLV-20250918-03405,R-04,D-02,2025-09-18 17:16:00,2025-09-18 17:29:20,2025-09-18 16:49:00,2025-09-18 17:43:00,0,24.1523,120.72162
DLV-20250918-03406,R-04,D-04,2025-09-18 15:44:00,2025-09-18 15:28:46,2025-09-18 15:25:00,2025-09-18 16:03:00,0,24.12334,120.72194
DLV-20250918-03407,R-04,D-11,2025-09-18 17:42:00,2025-09-18 17:51:50,2025-09-18 17:22:00,2025-09-18 18:02:00,0,24.18209,120.72081
DLV-20250918-03408,R-04,D-02,2025-09-18 17:13:00,2025-09-18 17:35:58,2025-09-18 16:54:00,2025-09-18 17:32:00,0,24.12677,120.69494
DLV-20250918-03409,R-04,D-11,2025-09-18 17:21:00,2025-09-18 17:03:38,2025-09-18 16:53:00,2025-09-18 17:49:00,0,24.14276,120.69962
DLV-20250918-03410,R-04,D-02,2025-09-18 18:25:00,2025-09-18 18:39:57,2025-09-18 18:03:00,2025-09-18 18:47:00,0,24.1315,120.68246
DLV-20250918-03411,R-04,D-04,2025-09-18 18:30:00,2025-09-18 18:58:12,2025-09-18 18:04:00,2025-09-18 18:56:00,0,24.11649,120.69821
DLV-20250918-03412,R-04,D-04,2025-09-18 19:50:00,2025-09-18 20:00:29,2025-09-18 19:30:00,2025-09-18 20:10:00,0,24.166,120.69908
DLV-20250918-03413,R-04,D-11,2025-09-18 16:17:00,2025-09-18 16:01:17,2025-09-18 16:00:00,2025-09-18 16:34:00,0,24.11515,120.71089
DLV-20250918-03414,R-04,D-11,2025-09-18 15:43:00,2025-09-18 16:03:56,2025-09-18 15:15:00,2025-09-18 16:11:00,0,24.17085,120.72712
DLV-20250918-03415,R-04,D-11,2025-09-18 10:50:00,2025-09-18 10:32:04,2025-09-18 10:20:00,2025-09-18 11:20:00,0,24.13677,120.68146
DLV-20250918-03416,R-04,D-04,2025-09-18 14:50:00,2025-09-18 14:41:28,2025-09-18 14:22:00,2025-09-18 15:18:00,0,24.11893,120.69226
DLV-20250918-03417,R-04,D-11,2025-09-18 18:27:00,2025-09-18 18:54:15,2025-09-18 18:11:00,2025-09-18 18:43:00,0,24.12652,120.71891
DLV-20250918-03418,R-04,D-02,2025-09-18 09:53:00,2025-09-18 10:12:09,2025-09-18 09:35:00,2025-09-18 10:11:00,0,24.12533,120.66301
DLV-20250918-03419,R-04,D-11,2025-09-18 14:36:00,2025-09-18 14:19:04,2025-09-18 14:16:00,2025-09-18 14:56:00,0,24.12157,120.70195
DLV-20250918-03420,R-04,D-11,2025-09-18 12:19:00,2025-09-18 12:21:38,2025-09-18 11:59:00,2025-09-18 12:39:00,0,24.14282,120.66391
DLV-20250918-03421,R-04,D-11,2025-09-18 17:49:00,2025-09-18 17:48:33,2025-09-18 17:33:00,2025-09-18 18:05:00,0,24.17436,120.72994
DLV-20250918-03422,R-04,D-02,2025-09-18 13:00:00,2025-09-18 13:17:29,2025-09-18 12:39:00,2025-09-18 13:21:00,0,24.134,120.6604
DLV-20250918-03423,R-04,D-04,2025-09-18 12:28:00,2025-09-18 12:27:50,2025-09-18 12:01:00,2025-09-18 12:55:00,0,24.16975,120.66835
DLV-20250918-03424,R-04,D-04,2025-09-18 14:16:00,2025-09-18 14:04:22,2025-09-18 13:53:00,2025-09-18 14:39:00,0,24.11126,120.6796
DLV-20250918-03425,R-04,D-02,2025-09-18 15:02:00,2025-09-18 14:52:20,2025-09-18 14:39:00,2025-09-18 15:25:00,0,24.17598,120.69223
DLV-20250918-03426,R-04,D-11,2025-09-18 11:31:00,2025-09-18 11:22:29,2025-09-18 11:12:00,2025-09-18 11:50:00,0,24.13662,120.6765
DLV-20250918-03427,R-04,D-11,2025-09-18 13:39:00,2025-09-18 13:33:53,2025-09-18 13:20:00,2025-09-18 13:58:00,0,24.17568,120.68792
DLV-20250918-03428,R-04,D-04,2025-09-18 19:59:00,2025-09-18 20:00:45,2025-09-18 19:33:00,2025-09-18 20:25:00,0,24.12366,120.66684
DLV-20250918-03429,R-04,D-04,2025-09-18 14:46:00,2025-09-18 14:26:16,2025-09-18 14:25:00,2025-09-18 15:07:00,0,24.17887,120.71389
DLV-20250918-03430,R-05,D-05,2025-09-18 14:35:00,2025-09-18 14:52:06,2025-09-18 14:08:00,2025-09-18 15:02:00,0,24.08579,120.70039
DLV-20250918-03431,R-05,D-05,2025-09-18 15:30:00,2025-09-18 15:50:21,2025-09-18 15:07:00,2025-09-18 15:53:00,0,24.09663,120.66066
DLV-20250918-03432,R-05,D-07,2025-09-18 09:53:00,2025-09-18 09:52:58,2025-09-18 09:35:00,2025-09-18 10:11:00,0,24.07017,120.66366
DLV-20250918-03433,R-05,D-05,2025-09-18 10:09:00,2025-09-18 09:52:33,2025-09-18 09:45:00,2025-09-18 10:33:00,0,24.08955,120.68746
DLV-20250918-03434,R-05,D-05,2025-09-18 12:43:00,2025-09-18 12:34:56,2025-09-18 12:25:00,2025-09-18 13:01:00,0,24.08705,120.66832
DLV-20250918-03435,R-05,D-07,2025-09-18 19:48:00,2025-09-18 20:17:17,2025-09-18 19:25:00,2025-09-18 20:11:00,0,24.09975,120.65534
DLV-20250918-03436,R-05,D-05,2025-09-18 18:57:00,2025-09-18 19:19:18,2025-09-18 18:32:00,2025-09-18 19:22:00,0,24.11402,120.67689
DLV-20250918-03437,R-05,D-07,2025-09-18 12:40:00,2025-09-18 12:53:26,2025-09-18 12:12:00,2025-09-18 13:08:00,0,24.11758,120.63315
DLV-20250918-03438,R-05,D-05,2025-09-18 18:11:00,2025-09-18 18:19:20,2025-09-18 17:48:00,2025-09-18 18:34:00,0,24.13369,120.6293
DLV-20250918-03439,R-05,D-05,2025-09-18 12:19:00,2025-09-18 12:13:07,2025-09-18 12:01:00,2025-09-18 12:37:00,0,24.0938,120.66211
DLV-20250918-03440,R-05,D-04,2025-09-18 09:42:00,2025-09-18 09:47:52,2025-09-18 09:17:00,2025-09-18 10:07:00,0,24.10199,120.6937
DLV-20250918-03441,R-05,D-05,2025-09-18 18:16:00,2025-09-18 18:25:56,2025-09-18 17:53:00,2025-09-18 18:39:00,0,24.1037,120.63884
DLV-20250918-03442,R-05,D-05,2025-09-18 16:32:00,2025-09-18 16:36:37,2025-09-18 16:07:00,2025-09-18 16:57:00,0,24.07331,120.65241
DLV-20250918-03443,R-05,D-07,2025-09-18 19:31:00,2025-09-18 19:48:40,2025-09-18 19:02:00,2025-09-18 20:00:00,0,24.11822,120.63713
DLV-20250918-03444,R-05,D-04,2025-09-18 17:23:00,2025-09-18 17:38:16,2025-09-18 16:57:00,2025-09-18 17:49:00,0,24.06641,120.68702
DLV-20250918-03445,R-05,D-07,2025-09-18 18:50:00,2025-09-18 19:17:14,2025-09-18 18:20:00,2025-09-18 19:20:00,0,24.10513,120.67729
DLV-20250918-03446,R-05,D-05,2025-09-18 09:09:00,2025-09-18 08:58:50,2025-09-18 08:46:00,2025-09-18 09:32:00,0,24.0744,120.64047
DLV-20250918-03447,R-05,D-04,2025-09-18 12:13:00,2025-09-18 12:12:04,2025-09-18 11:49:00,2025-09-18 12:37:00,0,24.08905,120.6622
DLV-20250918-03448,R-05,D-05,2025-09-18 15:51:00,2025-09-18 15:33:30,2025-09-18 15:22:00,2025-09-18 16:20:00,0,24.07268,120.68336
DLV-20250918-03449,R-05,D-05,2025-09-18 19:37:00,2025-09-18 19:23:49,2025-09-18 19:15:00,2025-09-18 19:59:00,0,24.07496,120.65294
DLV-20250918-03450,R-05,D-05,2025-09-18 18:21:00,2025-09-18 18:43:17,2025-09-18 18:00:00,2025-09-18 18:42:00,0,24.08767,120.68211
DLV-20250918-03451,R-05,D-05,2025-09-18 09:07:00,2025-09-18 08:59:24,2025-09-18 08:40:00,2025-09-18 09:34:00,0,24.07123,120.65283
DLV-20250918-03452,R-05,D-07,2025-09-18 09:42:00,2025-09-18 10:01:32,2025-09-18 09:13:00,2025-09-18 10:11:00,0,24.14021,120.6618
DLV-20250918-03453,R-05,D-07,2025-09-18 13:36:00,2025-09-18 13:39:10,2025-09-18 13:16:00,2025-09-18 13:56:00,0,24.09001,120.67939
DLV-20250918-03454,R-05,D-05,2025-09-18 11:07:00,2025-09-18 11:10:07,2025-09-18 10:41:00,2025-09-18 11:33:00,0,24.12745,120.67817
DLV-20250918-03455,R-06,D-06,2025-09-18 15:43:00,2025-09-18 15:43:00,2025-09-18 15:15:00,2025-09-18 16:11:00,0,24.22921,120.75034
DLV-20250918-03456,R-06,D-06,2025-09-18 17:38:00,2025-09-18 18:20:41,2025-09-18 17:10:00,2025-09-18 18:06:00,0,24.21462,120.69025
DLV-20250918-03457,R-06,D-09,2025-09-18 17:13:00,2025-09-18 17:12:21,2025-09-18 16:52:00,2025-09-18 17:34:00,0,24.23763,120.68852
DLV-20250918-03458,R-06,D-05,2025-09-18 18:00:00,2025-09-18 18:15:55,2025-09-18 17:31:00,2025-09-18 18:29:00,0,24.23479,120.7194
DLV-20250918-03459,R-06,D-06,2025-09-18 18:14:00,2025-09-18 18:16:37,2025-09-18 17:52:00,2025-09-18 18:36:00,0,24.26698,120.73817
DLV-20250918-03460,R-06,D-06,2025-09-18 16:49:00,2025-09-18 16:58:40,2025-09-18 16:32:00,2025-09-18 17:06:00,0,24.23144,120.75706
DLV-20250918-03461,R-06,D-05,2025-09-18 19:00:00,2025-09-18 18:44:50,2025-09-18 18:38:00,2025-09-18 19:22:00,0,24.27193,120.71496
DLV-20250918-03462,R-06,D-06,2025-09-18 17:52:00,2025-09-18 18:04:46,2025-09-18 17:32:00,2025-09-18 18:12:00,0,24.23742,120.75589
DLV-20250918-03463,R-06,D-09,2025-09-18 15:15:00,2025-09-18 15:33:22,2025-09-18 14:45:00,2025-09-18 15:45:00,0,24.28568,120.7366
DLV-20250918-03464,R-06,D-05,2025-09-18 11:56:00,2025-09-18 11:35:38,2025-09-18 11:29:00,2025-09-18 12:23:00,0,24.25666,120.68708
DLV-20250918-03465,R-06,D-05,2025-09-18 19:08:00,2025-09-18 19:23:45,2025-09-18 18:48:00,2025-09-18 19:28:00,0,24.26013,120.69331
DLV-20250918-03466,R-06,D-05,2025-09-18 15:05:00,2025-09-18 14:59:16,2025-09-18 14:47:00,2025-09-18 15:23:00,0,24.27318,120.72372
DLV-20250918-03467,R-06,D-05,2025-09-18 14:51:00,2025-09-18 14:43:27,2025-09-18 14:26:00,2025-09-18 15:16:00,0,24.23113,120.73033
DLV-20250918-03468,R-06,D-06,2025-09-18 14:44:00,2025-09-18 14:37:02,2025-09-18 14:23:00,2025-09-18 15:05:00,0,24.26492,120.70536
DLV-20250918-03469,R-06,D-06,2025-09-18 10:07:00,2025-09-18 09:45:44,2025-09-18 09:42:00,2025-09-18 10:32:00,0,24.24056,120.71601
DLV-20250918-03470,R-06,D-09,2025-09-18 09:43:00,2025-09-18 09:40:12,2025-09-18 09:18:00,2025-09-18 10:08:00,0,24.22649,120.74604
DLV-20250918-03471,R-06,D-09,2025-09-18 17:06:00,2025-09-18 17:02:54,2025-09-18 16:38:00,2025-09-18 17:34:00,0,24.27243,120.72296
DLV-20250918-03472,R-06,D-06,2025-09-18 16:05:00,2025-09-18 15:57:12,2025-09-18 15:42:00,2025-09-18 16:28:00,0,24.22077,120.68223
DLV-20250918-03473,R-06,D-05,2025-09-18 13:42:00,2025-09-18 13:34:05,2025-09-18 13:17:00,2025-09-18 14:07:00,0,24.21477,120.6878
DLV-20250918-03474,R-06,D-05,2025-09-18 16:10:00,2025-09-18 16:08:53,2025-09-18 15:49:00,2025-09-18 16:31:00,0,24.21091,120.68013
DLV-20250918-03475,R-06,D-06,2025-09-18 15:58:00,2025-09-18 15:51:18,2025-09-18 15:42:00,2025-09-18 16:14:00,0,24.21085,120.71374
DLV-20250918-03476,R-06,D-09,2025-09-18 16:27:00,2025-09-18 16:52:20,2025-09-18 16:09:00,2025-09-18 16:45:00,0,24.22898,120.7172
DLV-20250918-03477,R-06,D-05,2025-09-18 18:23:00,2025-09-18 18:43:37,2025-09-18 17:53:00,2025-09-18 18:53:00,0,24.21525,120.71328
DLV-20250918-03478,R-06,D-05,2025-09-18 16:09:00,2025-09-18 16:23:33,2025-09-18 15:42:00,2025-09-18 16:36:00,0,24.26254,120.68824
DLV-20250918-03479,R-07,D-08,2025-09-18 09:14:00,2025-09-18 09:17:54,2025-09-18 08:54:00,2025-09-18 09:34:00,0,24.06879,120.74628
DLV-20250918-03480,R-07,D-10,2025-09-18 13:39:00,2025-09-18 13:29:52,2025-09-18 13:22:00,2025-09-18 13:56:00,0,24.07083,120.7925
DLV-20250918-03481,R-07,D-08,2025-09-18 18:43:00,2025-09-18 19:04:01,2025-09-18 18:20:00,2025-09-18 19:06:00,0,24.09053,120.79722
DLV-20250918-03482,R-07,D-10,2025-09-18 19:00:00,2025-09-18 19:11:01,2025-09-18 18:42:00,2025-09-18 19:18:00,0,24.09269,120.77461
DLV-20250918-03483,R-07,D-08,2025-09-18 17:04:00,2025-09-18 17:10:17,2025-09-18 16:38:00,2025-09-18 17:30:00,0,24.05299,120.75177
DLV-20250918-03484,R-07,D-08,2025-09-18 18:25:00,2025-09-18 18:31:26,2025-09-18 18:02:00,2025-09-18 18:48:00,0,24.12186,120.79378
DLV-20250918-03485,R-07,D-08,2025-09-18 18:15:00,2025-09-18 18:11:19,2025-09-18 17:56:00,2025-09-18 18:34:00,0,24.07227,120.73375
DLV-20250918-03486,R-07,D-08,2025-09-18 11:11:00,2025-09-18 11:22:50,2025-09-18 10:56:00,2025-09-18 11:26:00,0,24.0858,120.74935
DLV-20250918-03487,R-07,D-10,2025-09-18 17:00:00,2025-09-18 17:10:11,2025-09-18 16:41:00,2025-09-18 17:19:00,0,24.11924,120.73855
DLV-20250918-03488,R-07,D-10,2025-09-18 17:14:00,2025-09-18 17:14:50,2025-09-18 16:53:00,2025-09-18 17:35:00,0,24.09472,120.72661
DLV-20250918-03489,R-07,D-10,2025-09-18 14:28:00,2025-09-18 14:05:31,2025-09-18 14:06:00,2025-09-18 14:50:00,0,24.0711,120.72676
DLV-20250918-03490,R-07,D-10,2025-09-18 14:58:00,2025-09-18 14:57:38,2025-09-18 14:32:00,2025-09-18 15:24:00,0,24.11509,120.77875
DLV-20250918-03491,R-07,D-10,2025-09-18 09:58:00,2025-09-18 10:13:40,2025-09-18 09:41:00,2025-09-18 10:15:00,0,24.08845,120.73515
DLV-20250918-03492,R-07,D-10,2025-09-18 14:32:00,2025-09-18 14:47:08,2025-09-18 14:02:00,2025-09-18 15:02:00,0,24.04595,120.73764
DLV-20250918-03493,R-07,D-10,2025-09-18 10:31:00,2025-09-18 10:26:14,2025-09-18 10:01:00,2025-09-18 11:01:00,0,24.08387,120.72215
DLV-20250918-03494,R-07,D-08,2025-09-18 14:26:00,2025-09-18 13:59:48,2025-09-18 14:02:00,2025-09-18 14:50:00,0,24.06529,120.79463
DLV-20250918-03495,R-07,D-10,2025-09-18 09:21:00,2025-09-18 09:20:56,2025-09-18 09:04:00,2025-09-18 09:38:00,0,24.06527,120.78473
DLV-20250918-03496,R-07,D-10,2025-09-18 12:15:00,2025-09-18 12:00:27,2025-09-18 11:57:00,2025-09-18 12:33:00,0,24.08128,120.78662
DLV-20250918-03497,R-07,D-10,2025-09-18 16:55:00,2025-09-18 16:59:54,2025-09-18 16:27:00,2025-09-18 17:23:00,0,24.04575,120.74239
DLV-20250918-03498,R-07,D-10,2025-09-18 14:41:00,2025-09-18 14:56:17,2025-09-18 14:12:00,2025-09-18 15:10:00,0,24.09846,120.73865
DLV-20250918-03499,R-07,D-08,2025-09-18 19:48:00,2025-09-18 19:29:12,2025-09-18 19:26:00,2025-09-18 20:10:00,0,24.06614,120.7833
DLV-20250918-03500,R-07,D-10,2025-09-18 14:58:00,2025-09-18 14:59:31,2025-09-18 14:28:00,2025-09-18 15:28:00,0,24.06612,120.78946
DLV-20250918-03501,R-07,D-08,2025-09-18 09:19:00,2025-09-18 08:54:20,2025-09-18 09:03:00,2025-09-18 09:35:00,0,24.10107,120.79866
DLV-20250918-03502,R-07,D-08,2025-09-18 10:34:00,2025-09-18 10:27:11,2025-09-18 10:17:00,2025-09-18 10:51:00,0,24.07596,120.78852
DLV-20250918-03503,R-08,D-03,2025-09-18 16:03:00,2025-09-18 15:42:57,2025-09-18 15:37:00,2025-09-18 16:29:00,0,24.30745,120.60391
DLV-20250918-03504,R-08,D-06,2025-09-18 15:53:00,2025-09-18 15:58:49,2025-09-18 15:35:00,2025-09-18 16:11:00,0,24.2541,120.65627
DLV-20250918-03505,R-08,D-09,2025-09-18 16:25:00,2025-09-18 16:20:25,2025-09-18 16:01:00,2025-09-18 16:49:00,0,24.27809,120.60731
DLV-20250918-03506,R-08,D-03,2025-09-18 17:36:00,2025-09-18 17:48:17,2025-09-18 17:07:00,2025-09-18 18:05:00,0,24.28099,120.62613
DLV-20250918-03507,R-08,D-06,2025-09-18 17:21:00,2025-09-18 17:16:51,2025-09-18 17:06:00,2025-09-18 17:36:00,0,24.2964,120.62871
DLV-20250918-03508,R-08,D-06,2025-09-18 19:24:00,2025-09-18 20:03:14,2025-09-18 18:56:00,2025-09-18 19:52:00,1,24.28471,120.63789
DLV-20250918-03509,R-08,D-09,2025-09-18 18:11:00,2025-09-18 18:27:58,2025-09-18 17:43:00,2025-09-18 18:39:00,0,24.29155,120.65452
DLV-20250918-03510,R-08,D-09,2025-09-18 16:02:00,2025-09-18 15:48:01,2025-09-18 15:33:00,2025-09-18 16:31:00,0,24.32123,120.61512
