訂單日期,訂單編號,SKU,品名,數量
2025-09-15,ORD-20250915-0465,SKU028,個人保養_03,10
2025-09-15,ORD-20250915-0465,SKU001,即食麵_01,6
2025-09-15,ORD-20250915-0466,SKU024,罐頭_03,2
2025-09-15,ORD-20250915-0466,SKU019,清潔用品_02,18
2025-09-15,ORD-20250915-0466,SKU059,清潔用品_06,2
2025-09-15,ORD-20250915-0466,SKU063,零食_07,2
2025-09-15,ORD-20250915-0466,SKU017,冷凍食品_02,16
2025-09-15,ORD-20250915-0466,SKU006,米麵_01,14
2025-09-15,ORD-20250915-0466,SKU027,冷凍食品_03,5
2025-09-15,ORD-20250915-0467,SKU100,紙品_10,2
2025-09-15,ORD-20250915-0467,SKU001,即食麵_01,17
2025-09-15,ORD-20250915-0467,SKU040,紙品_04,4
2025-09-15,ORD-20250915-0467,SKU003,零食_01,16
2025-09-15,ORD-20250915-0467,SKU018,個人保養_02,25
2025-09-15,ORD-20250915-0467,SKU028,個人保養_03,9
2025-09-15,ORD-20250915-0467,SKU029,清潔用品_03,12
2025-09-15,ORD-20250915-0467,SKU095,調味料_10,1
2025-09-15,ORD-20250915-0467,SKU018,個人保養_02,25
2025-09-15,ORD-20250915-0468,SKU013,零食_02,13
2025-09-15,ORD-20250915-0468,SKU043,零食_05,11
2025-09-15,ORD-20250915-0468,SKU024,罐頭_03,10
2025-09-15,ORD-20250915-0468,SKU008,個人保養_01,23
2025-09-15,ORD-20250915-0469,SKU057,冷凍食品_06,3
2025-09-15,ORD-20250915-0469,SKU001,即食麵_01,6
2025-09-15,ORD-20250915-0469,SKU074,罐頭_08,1
2025-09-15,ORD-20250915-0469,SKU049,清潔用品_05,8
2025-09-15,ORD-20250915-0469,SKU001,即食麵_01,16
2025-09-15,ORD-20250915-0470,SKU033,零食_04,7
2025-09-15,ORD-20250915-0470,SKU011,即食麵_02,12
2025-09-15,ORD-20250915-0470,SKU003,零食_01,22
2025-09-15,ORD-20250915-0470,SKU027,冷凍食品_03,3
2025-09-15,ORD-20250915-0470,SKU001,即食麵_01,25
2025-09-15,ORD-20250915-0470,SKU045,調味料_05,9
2025-09-15,ORD-20250915-0470,SKU004,罐頭_01,23
2025-09-16,ORD-20250916-0471,SKU053,零食_06,1
2025-09-16,ORD-20250916-0471,SKU009,清潔用品_01,20
2025-09-16,ORD-20250916-0471,SKU078,個人保養_08,5
2025-09-16,ORD-20250916-0471,SKU022,飲料_03,12
2025-09-16,ORD-20250916-0471,SKU015,調味料_02,22
2025-09-16,ORD-20250916-0471,SKU001,即食麵_01,14
2025-09-16,ORD-20250916-0471,SKU012,飲料_02,19
2025-09-16,ORD-20250916-0471,SKU017,冷凍食品_02,24
2025-09-16,ORD-20250916-0471,SKU021,即食麵_03,7
2025-09-16,ORD-20250916-0472,SKU088,個人保養_09,1
2025-09-16,ORD-20250916-0472,SKU061,即食麵_07,1
2025-09-16,ORD-20250916-0472,SKU087,冷凍食品_09,2
2025-09-16,ORD-20250916-0472,SKU001,即食麵_01,13
2025-09-16,ORD-20250916-0472,SKU077,冷凍食品_08,1
2025-09-16,ORD-20250916-0472,SKU018,個人保養_02,9
2025-09-16,ORD-20250916-0472,SKU001,即食麵_01,20
2025-09-16,ORD-20250916-0472,SKU078,個人保養_08,2
2025-09-16,ORD-20250916-0472,SKU007,冷凍食品_01,11
2025-09-16,ORD-20250916-0473,SKU089,清潔用品_09,1
2025-09-16,ORD-20250916-0473,SKU001,即食麵_01,14
2025-09-16,ORD-20250916-0473,SKU015,調味料_02,11
2025-09-16,ORD-20250916-0473,SKU041,即食麵_05,3
2025-09-16,ORD-20250916-0473,SKU085,調味料_09,1
2025-09-16,ORD-20250916-0473,SKU019,清潔用品_02,12
2025-09-16,ORD-20250916-0473,SKU015,調味料_02,21
2025-09-16,ORD-20250916-0473,SKU049,清潔用品_05,12
2025-09-16,ORD-20250916-0474,SKU014,罐頭_02,22
2025-09-16,ORD-20250916-0474,SKU010,紙品_01,19
2025-09-16,ORD-20250916-0474,SKU037,冷凍食品_04,9
2025-09-16,ORD-20250916-0474,SKU009,清潔用品_01,14
2025-09-16,ORD-20250916-0474,SKU030,紙品_03,11
2025-09-16,ORD-20250916-0474,SKU043,零食_05,4
2025-09-16,ORD-20250916-0475,SKU003,零食_01,16
2025-09-16,ORD-20250916-0475,SKU006,米麵_01,14
2025-09-16,ORD-20250916-0475,SKU020,紙品_02,19
2025-09-16,ORD-20250916-0475,SKU094,罐頭_10,2
2025-09-16,ORD-20250916-0475,SKU054,罐頭_06,5
2025-09-16,ORD-20250916-0475,SKU001,即食麵_01,10
2025-09-16,ORD-20250916-0476,SKU024,罐頭_03,11
2025-09-16,ORD-20250916-0476,SKU004,罐頭_01,9
2025-09-16,ORD-20250916-0476,SKU003,零食_01,19
2025-09-16,ORD-20250916-0476,SKU045,調味料_05,6
2025-09-16,ORD-20250916-0476,SKU079,清潔用品_08,3
2025-09-16,ORD-20250916-0476,SKU059,清潔用品_06,2
2025-09-16,ORD-20250916-0476,SKU003,零食_01,11
2025-09-16,ORD-20250916-0476,SKU002,飲料_01,22
2025-09-16,ORD-20250916-0476,SKU099,清潔用品_10,1
2025-09-16,ORD-20250916-0477,SKU009,清潔用品_01,9
2025-09-16,ORD-20250916-0477,SKU010,紙品_01,19
2025-09-16,ORD-20250916-0477,SKU012,飲料_02,15
2025-09-16,ORD-20250916-0477,SKU025,調味料_03,4
2025-09-16,ORD-20250916-0477,SKU003,零食_01,5
2025-09-16,ORD-20250916-0477,SKU008,個人保養_01,22
2025-09-16,ORD-20250916-0477,SKU082,飲料_09,5
2025-09-16,ORD-20250916-0477,SKU014,罐頭_02,15
2025-09-16,ORD-20250916-0477,SKU021,即食麵_03,12
2025-09-16,ORD-20250916-0478,SKU008,個人保養_01,15
2025-09-16,ORD-20250916-0478,SKU077,冷凍食品_08,1
2025-09-16,ORD-20250916-0478,SKU093,零食_10,4
2025-09-16,ORD-20250916-0478,SKU052,飲料_06,1
2025-09-16,ORD-20250916-0478,SKU099,清潔用品_10,2
2025-09-16,ORD-20250916-0478,SKU039,清潔用品_04,12
2025-09-16,ORD-20250916-0478,SKU059,清潔用品_06,5
2025-09-16,ORD-20250916-0478,SKU048,個人保養_05,3
2025-09-16,ORD-20250916-0478,SKU083,零食_09,3
2025-09-16,ORD-20250916-0479,SKU014,罐頭_02,6
2025-09-16,ORD-20250916-0479,SKU067,冷凍食品_07,5
2025-09-16,ORD-20250916-0479,SKU017,冷凍食品_02,25
2025-09-16,ORD-20250916-0479,SKU002,飲料_01,11
2025-09-16,ORD-20250916-0480,SKU024,罐頭_03,10
2025-09-16,ORD-20250916-0480,SKU056,米麵_06,4
2025-09-16,ORD-20250916-0480,SKU054,罐頭_06,2
2025-09-16,ORD-20250916-0480,SKU004,罐頭_01,20
2025-09-16,ORD-20250916-0480,SKU002,飲料_01,15
2025-09-16,ORD-20250916-0480,SKU068,個人保養_07,5
2025-09-16,ORD-20250916-0480,SKU041,即食麵_05,11
2025-09-16,ORD-20250916-0480,SKU091,即食麵_10,5
2025-09-16,ORD-20250916-0481,SKU080,紙品_08,3
2025-09-16,ORD-20250916-0481,SKU011,即食麵_02,17
2025-09-16,ORD-20250916-0481,SKU003,零食_01,16
2025-09-16,ORD-20250916-0481,SKU069,清潔用品_07,1
2025-09-16,ORD-20250916-0482,SKU010,紙品_01,18
2025-09-16,ORD-20250916-0482,SKU008,個人保養_01,19
2025-09-16,ORD-20250916-0482,SKU017,冷凍食品_02,14
2025-09-16,ORD-20250916-0482,SKU027,冷凍食品_03,4
2025-09-16,ORD-20250916-0482,SKU005,調味料_01,18
2025-09-16,ORD-20250916-0482,SKU076,米麵_08,4
2025-09-16,ORD-20250916-0483,SKU066,米麵_07,5
2025-09-16,ORD-20250916-0483,SKU031,即食麵_04,7
2025-09-16,ORD-20250916-0483,SKU003,零食_01,7
2025-09-16,ORD-20250916-0483,SKU008,個人保養_01,23
2025-09-16,ORD-20250916-0483,SKU098,個人保養_10,4
2025-09-16,ORD-20250916-0484,SKU001,即食麵_01,19
2025-09-16,ORD-20250916-0484,SKU036,米麵_04,11
2025-09-16,ORD-20250916-0484,SKU007,冷凍食品_01,9
2025-09-16,ORD-20250916-0484,SKU003,零食_01,11
2025-09-16,ORD-20250916-0485,SKU065,調味料_07,5
2025-09-16,ORD-20250916-0485,SKU008,個人保養_01,14
2025-09-16,ORD-20250916-0485,SKU020,紙品_02,20
2025-09-16,ORD-20250916-0485,SKU063,零食_07,5
2025-09-16,ORD-20250916-0485,SKU008,個人保養_01,19
2025-09-16,ORD-20250916-0486,SKU001,即食麵_01,20
2025-09-16,ORD-20250916-0486,SKU001,即食麵_01,8
2025-09-16,ORD-20250916-0486,SKU006,米麵_01,25
2025-09-16,ORD-20250916-0486,SKU090,紙品_09,3
2025-09-16,ORD-20250916-0486,SKU066,米麵_07,4
2025-09-16,ORD-20250916-0487,SKU021,即食麵_03,3
2025-09-16,ORD-20250916-0487,SKU042,飲料_05,11
2025-09-16,ORD-20250916-0487,SKU006,米麵_01,16
2025-09-16,ORD-20250916-0487,SKU002,飲料_01,23
2025-09-16,ORD-20250916-0487,SKU007,冷凍食品_01,20
2025-09-16,ORD-20250916-0488,SKU016,米麵_02,13
2025-09-16,ORD-20250916-0488,SKU006,米麵_01,10
2025-09-16,ORD-20250916-0488,SKU042,飲料_05,11
2025-09-16,ORD-20250916-0488,SKU094,罐頭_10,1
2025-09-16,ORD-20250916-0488,SKU063,零食_07,2
2025-09-16,ORD-20250916-0488,SKU012,飲料_02,15
2025-09-16,ORD-20250916-0488,SKU049,清潔用品_05,9
2025-09-16,ORD-20250916-0488,SKU001,即食麵_01,9
2025-09-16,ORD-20250916-0489,SKU003,零食_01,21
2025-09-16,ORD-20250916-0489,SKU007,冷凍食品_01,25
2025-09-16,ORD-20250916-0489,SKU015,調味料_02,7
2025-09-16,ORD-20250916-0489,SKU081,即食麵_09,5
2025-09-16,ORD-20250916-0489,SKU011,即食麵_02,11
2025-09-16,ORD-20250916-0489,SKU008,個人保養_01,25
2025-09-16,ORD-20250916-0490,SKU054,罐頭_06,3
2025-09-16,ORD-20250916-0490,SKU031,即食麵_04,6
2025-09-16,ORD-20250916-0490,SKU003,零食_01,16
2025-09-16,ORD-20250916-0490,SKU009,清潔用品_01,8
2025-09-16,ORD-20250916-0490,SKU009,清潔用品_01,22
2025-09-16,ORD-20250916-0491,SKU011,即食麵_02,11
2025-09-16,ORD-20250916-0491,SKU003,零食_01,9
2025-09-16,ORD-20250916-0491,SKU003,零食_01,21
2025-09-16,ORD-20250916-0491,SKU007,冷凍食品_01,12
2025-09-16,ORD-20250916-0491,SKU056,米麵_06,2
2025-09-16,ORD-20250916-0491,SKU014,罐頭_02,22
2025-09-16,ORD-20250916-0491,SKU083,零食_09,5
2025-09-16,ORD-20250916-0491,SKU003,零食_01,21
2025-09-16,ORD-20250916-0492,SKU046,米麵_05,7
2025-09-16,ORD-20250916-0492,SKU044,罐頭_05,6
2025-09-16,ORD-20250916-0492,SKU060,紙品_06,3
2025-09-16,ORD-20250916-0492,SKU015,調味料_02,9
2025-09-16,ORD-20250916-0492,SKU082,飲料_09,4
2025-09-16,ORD-20250916-0492,SKU002,飲料_01,24
2025-09-16,ORD-20250916-0492,SKU002,飲料_01,21
2025-09-16,ORD-20250916-0492,SKU001,即食麵_01,15
2025-09-16,ORD-20250916-0493,SKU045,調味料_05,4
2025-09-16,ORD-20250916-0493,SKU001,即食麵_01,12
2025-09-16,ORD-20250916-0493,SKU062,飲料_07,3
2025-09-16,ORD-20250916-0493,SKU005,調味料_01,9
2025-09-16,ORD-20250916-0493,SKU070,紙品_07,2
2025-09-16,ORD-20250916-0494,SKU096,米麵_10,4
2025-09-16,ORD-20250916-0494,SKU015,調味料_02,18
2025-09-16,ORD-20250916-0494,SKU053,零食_06,1
2025-09-16,ORD-20250916-0494,SKU002,飲料_01,11
2025-09-16,ORD-20250916-0494,SKU001,即食麵_01,8
2025-09-16,ORD-20250916-0495,SKU058,個人保養_06,3
2025-09-16,ORD-20250916-0495,SKU022,飲料_03,2
2025-09-16,ORD-20250916-0495,SKU001,即食麵_01,7
2025-09-16,ORD-20250916-0495,SKU002,飲料_01,14
2025-09-16,ORD-20250916-0496,SKU001,即食麵_01,13
2025-09-16,ORD-20250916-0496,SKU002,飲料_01,23
2025-09-16,ORD-20250916-0496,SKU002,飲料_01,16
2025-09-16,ORD-20250916-0496,SKU031,即食麵_04,7
2025-09-16,ORD-20250916-0496,SKU030,紙品_03,4
2025-09-16,ORD-20250916-0496,SKU004,罐頭_01,21
2025-09-16,ORD-20250916-0496,SKU040,紙品_04,11
2025-09-16,ORD-20250916-0496,SKU001,即食麵_01,12
2025-09-16,ORD-20250916-0496,SKU003,零食_01,21
2025-09-16,ORD-20250916-0497,SKU001,即食麵_01,5
2025-09-16,ORD-20250916-0497,SKU063,零食_07,1
2025-09-16,ORD-20250916-0497,SKU053,零食_06,2
2025-09-16,ORD-20250916-0497,SKU024,罐頭_03,10
2025-09-16,ORD-20250916-0497,SKU046,米麵_05,9
2025-09-16,ORD-20250916-0497,SKU092,飲料_10,3
2025-09-16,ORD-20250916-0497,SKU003,零食_01,23
2025-09-16,ORD-20250916-0497,SKU052,飲料_06,2
2025-09-16,ORD-20250916-0498,SKU040,紙品_04,7
2025-09-16,ORD-20250916-0498,SKU002,飲料_01,8
2025-09-16,ORD-20250916-0498,SKU066,米麵_07,4
2025-09-16,ORD-20250916-0498,SKU096,米麵_10,1
2025-09-16,ORD-20250916-0498,SKU015,調味料_02,21
2025-09-16,ORD-20250916-0498,SKU023,零食_03,4
2025-09-16,ORD-20250916-0498,SKU014,罐頭_02,20
2025-09-17,ORD-20250917-0499,SKU007,冷凍食品_01,12
2025-09-17,ORD-20250917-0499,SKU047,冷凍食品_05,10
2025-09-17,ORD-20250917-0499,SKU001,即食麵_01,18
2025-09-17,ORD-20250917-0499,SKU021,即食麵_03,6
2025-09-17,ORD-20250917-0499,SKU013,零食_02,18
2025-09-17,ORD-20250917-0499,SKU018,個人保養_02,11
2025-09-17,ORD-20250917-0499,SKU049,清潔用品_05,3
2025-09-17,ORD-20250917-0499,SKU042,飲料_05,9
2025-09-17,ORD-20250917-0499,SKU067,冷凍食品_07,3
2025-09-17,ORD-20250917-0500,SKU001,即食麵_01,7
2025-09-17,ORD-20250917-0500,SKU040,紙品_04,3
2025-09-17,ORD-20250917-0500,SKU040,紙品_04,4
2025-09-17,ORD-20250917-0500,SKU013,零食_02,17
2025-09-17,ORD-20250917-0500,SKU023,零食_03,8
2025-09-17,ORD-20250917-0501,SKU030,紙品_03,3
2025-09-17,ORD-20250917-0501,SKU002,飲料_01,12
2025-09-17,ORD-20250917-0501,SKU084,罐頭_09,4
2025-09-17,ORD-20250917-0501,SKU095,調味料_10,4
2025-09-17,ORD-20250917-0501,SKU001,即食麵_01,13
2025-09-17,ORD-20250917-0501,SKU095,調味料_10,5
2025-09-17,ORD-20250917-0501,SKU010,紙品_01,23
2025-09-17,ORD-20250917-0501,SKU031,即食麵_04,6
2025-09-17,ORD-20250917-0501,SKU098,個人保養_10,4
2025-09-17,ORD-20250917-0502,SKU019,清潔用品_02,8
2025-09-17,ORD-20250917-0502,SKU032,飲料_04,3
2025-09-17,ORD-20250917-0502,SKU014,罐頭_02,13
2025-09-17,ORD-20250917-0502,SKU020,紙品_02,20
2025-09-17,ORD-20250917-0502,SKU007,冷凍食品_01,20
2025-09-17,ORD-20250917-0502,SKU054,罐頭_06,2
2025-09-17,ORD-20250917-0503,SKU087,冷凍食品_09,3
2025-09-17,ORD-20250917-0503,SKU001,即食麵_01,24
2025-09-17,ORD-20250917-0503,SKU049,清潔用品_05,11
2025-09-17,ORD-20250917-0503,SKU065,調味料_07,1
2025-09-17,ORD-20250917-0503,SKU021,即食麵_03,3
2025-09-17,ORD-20250917-0503,SKU001,即食麵_01,21
2025-09-17,ORD-20250917-0503,SKU004,罐頭_01,20
2025-09-17,ORD-20250917-0503,SKU032,飲料_04,9
2025-09-17,ORD-20250917-0503,SKU009,清潔用品_01,11
2025-09-17,ORD-20250917-0504,SKU039,清潔用品_04,2
2025-09-17,ORD-20250917-0504,SKU020,紙品_02,18
2025-09-17,ORD-20250917-0504,SKU006,米麵_01,8
2025-09-17,ORD-20250917-0504,SKU010,紙品_01,17
2025-09-17,ORD-20250917-0504,SKU070,紙品_07,4
2025-09-17,ORD-20250917-0504,SKU026,米麵_03,7
2025-09-17,ORD-20250917-0505,SKU017,冷凍食品_02,18
2025-09-17,ORD-20250917-0505,SKU001,即食麵_01,9
2025-09-17,ORD-20250917-0505,SKU004,罐頭_01,14
2025-09-17,ORD-20250917-0505,SKU038,個人保養_04,8
2025-09-17,ORD-20250917-0505,SKU056,米麵_06,4
2025-09-17,ORD-20250917-0505,SKU075,調味料_08,1
2025-09-17,ORD-20250917-0505,SKU003,零食_01,23
2025-09-17,ORD-20250917-0506,SKU020,紙品_02,17
2025-09-17,ORD-20250917-0506,SKU026,米麵_03,11
2025-09-17,ORD-20250917-0506,SKU025,調味料_03,12
2025-09-17,ORD-20250917-0506,SKU019,清潔用品_02,16
2025-09-17,ORD-20250917-0506,SKU027,冷凍食品_03,6
2025-09-17,ORD-20250917-0506,SKU003,零食_01,15
2025-09-17,ORD-20250917-0506,SKU001,即食麵_01,6
2025-09-17,ORD-20250917-0506,SKU006,米麵_01,5
2025-09-17,ORD-20250917-0506,SKU030,紙品_03,11
2025-09-17,ORD-20250917-0507,SKU002,飲料_01,25
2025-09-17,ORD-20250917-0507,SKU011,即食麵_02,15
2025-09-17,ORD-20250917-0507,SKU061,即食麵_07,4
2025-09-17,ORD-20250917-0507,SKU029,清潔用品_03,3
2025-09-17,ORD-20250917-0508,SKU010,紙品_01,7
2025-09-17,ORD-20250917-0508,SKU011,即食麵_02,14
2025-09-17,ORD-20250917-0508,SKU011,即食麵_02,8
2025-09-17,ORD-20250917-0508,SKU039,清潔用品_04,7
2025-09-17,ORD-20250917-0508,SKU006,米麵_01,10
2025-09-17,ORD-20250917-0508,SKU037,冷凍食品_04,2
2025-09-17,ORD-20250917-0508,SKU030,紙品_03,10
2025-09-17,ORD-20250917-0509,SKU001,即食麵_01,20
2025-09-17,ORD-20250917-0509,SKU038,個人保養_04,11
2025-09-17,ORD-20250917-0509,SKU015,調味料_02,5
2025-09-17,ORD-20250917-0509,SKU023,零食_03,7
2025-09-17,ORD-20250917-0509,SKU015,調味料_02,17
2025-09-17,ORD-20250917-0509,SKU001,即食麵_01,23
2025-09-17,ORD-20250917-0510,SKU009,清潔用品_01,15
2025-09-17,ORD-20250917-0510,SKU002,飲料_01,10
2025-09-17,ORD-20250917-0510,SKU020,紙品_02,24
2025-09-17,ORD-20250917-0510,SKU043,零食_05,6
2025-09-17,ORD-20250917-0510,SKU004,罐頭_01,16
2025-09-17,ORD-20250917-0510,SKU021,即食麵_03,8
2025-09-17,ORD-20250917-0510,SKU061,即食麵_07,2
2025-09-17,ORD-20250917-0511,SKU035,調味料_04,11
2025-09-17,ORD-20250917-0511,SKU094,罐頭_10,4
2025-09-17,ORD-20250917-0511,SKU001,即食麵_01,12
2025-09-17,ORD-20250917-0511,SKU068,個人保養_07,5
2025-09-17,ORD-20250917-0511,SKU005,調味料_01,7
2025-09-17,ORD-20250917-0511,SKU006,米麵_01,23
2025-09-17,ORD-20250917-0511,SKU008,個人保養_01,8
2025-09-17,ORD-20250917-0512,SKU010,紙品_01,14
2025-09-17,ORD-20250917-0512,SKU001,即食麵_01,18
2025-09-17,ORD-20250917-0512,SKU060,紙品_06,5
2025-09-17,ORD-20250917-0512,SKU019,清潔用品_02,15
2025-09-17,ORD-20250917-0512,SKU004,罐頭_01,11
2025-09-17,ORD-20250917-0512,SKU059,清潔用品_06,4
2025-09-17,ORD-20250917-0512,SKU037,冷凍食品_04,8
2025-09-17,ORD-20250917-0512,SKU008,個人保養_01,13
2025-09-17,ORD-20250917-0513,SKU023,零食_03,12
2025-09-17,ORD-20250917-0513,SKU040,紙品_04,9
2025-09-17,ORD-20250917-0513,SKU026,米麵_03,6
2025-09-17,ORD-20250917-0513,SKU074,罐頭_08,5
2025-09-17,ORD-20250917-0513,SKU034,罐頭_04,11
2025-09-17,ORD-20250917-0513,SKU023,零食_03,8
2025-09-17,ORD-20250917-0513,SKU004,罐頭_01,23
2025-09-17,ORD-20250917-0513,SKU021,即食麵_03,12
2025-09-17,ORD-20250917-0514,SKU023,零食_03,12
2025-09-17,ORD-20250917-0514,SKU011,即食麵_02,14
2025-09-17,ORD-20250917-0514,SKU003,零食_01,18
2025-09-17,ORD-20250917-0514,SKU003,零食_01,18
2025-09-17,ORD-20250917-0515,SKU070,紙品_07,2
2025-09-17,ORD-20250917-0515,SKU081,即食麵_09,3
2025-09-17,ORD-20250917-0515,SKU035,調味料_04,12
2025-09-17,ORD-20250917-0515,SKU068,個人保養_07,5
2025-09-17,ORD-20250917-0515,SKU007,冷凍食品_01,12
2025-09-17,ORD-20250917-0515,SKU007,冷凍食品_01,17
2025-09-17,ORD-20250917-0516,SKU002,飲料_01,22
2025-09-17,ORD-20250917-0516,SKU004,罐頭_01,18
2025-09-17,ORD-20250917-0516,SKU006,米麵_01,18
2025-09-17,ORD-20250917-0516,SKU064,罐頭_07,1
2025-09-17,ORD-20250917-0516,SKU018,個人保養_02,11
2025-09-17,ORD-20250917-0517,SKU007,冷凍食品_01,25
2025-09-17,ORD-20250917-0517,SKU001,即食麵_01,6
2025-09-17,ORD-20250917-0517,SKU058,個人保養_06,4
2025-09-17,ORD-20250917-0517,SKU007,冷凍食品_01,5
2025-09-17,ORD-20250917-0517,SKU026,米麵_03,2
2025-09-17,ORD-20250917-0518,SKU009,清潔用品_01,16
2025-09-17,ORD-20250917-0518,SKU008,個人保養_01,7
2025-09-17,ORD-20250917-0518,SKU001,即食麵_01,17
2025-09-17,ORD-20250917-0518,SKU090,紙品_09,2
2025-09-17,ORD-20250917-0519,SKU002,飲料_01,21
2025-09-17,ORD-20250917-0519,SKU049,清潔用品_05,6
2025-09-17,ORD-20250917-0519,SKU085,調味料_09,4
2025-09-17,ORD-20250917-0519,SKU023,零食_03,3
2025-09-17,ORD-20250917-0519,SKU065,調味料_07,2
2025-09-17,ORD-20250917-0520,SKU002,飲料_01,9
2025-09-17,ORD-20250917-0520,SKU061,即食麵_07,1
2025-09-17,ORD-20250917-0520,SKU009,清潔用品_01,10
2025-09-17,ORD-20250917-0520,SKU029,清潔用品_03,5
2025-09-17,ORD-20250917-0520,SKU013,零食_02,13
2025-09-17,ORD-20250917-0520,SKU051,即食麵_06,4
2025-09-17,ORD-20250917-0520,SKU005,調味料_01,18
2025-09-17,ORD-20250917-0520,SKU015,調味料_02,13
2025-09-17,ORD-20250917-0521,SKU001,即食麵_01,9
2025-09-17,ORD-20250917-0521,SKU024,罐頭_03,7
2025-09-17,ORD-20250917-0521,SKU044,罐頭_05,9
2025-09-17,ORD-20250917-0521,SKU002,飲料_01,16
2025-09-17,ORD-20250917-0521,SKU025,調味料_03,6
2025-09-17,ORD-20250917-0521,SKU019,清潔用品_02,5
2025-09-17,ORD-20250917-0521,SKU006,米麵_01,25
2025-09-17,ORD-20250917-0521,SKU007,冷凍食品_01,24
2025-09-17,ORD-20250917-0522,SKU067,冷凍食品_07,2
2025-09-17,ORD-20250917-0522,SKU039,清潔用品_04,6
2025-09-17,ORD-20250917-0522,SKU087,冷凍食品_09,5
2025-09-17,ORD-20250917-0522,SKU043,零食_05,8
2025-09-17,ORD-20250917-0523,SKU036,米麵_04,9
2025-09-17,ORD-20250917-0523,SKU044,罐頭_05,8
2025-09-17,ORD-20250917-0523,SKU079,清潔用品_08,1
2025-09-17,ORD-20250917-0523,SKU042,飲料_05,8
2025-09-17,ORD-20250917-0523,SKU024,罐頭_03,6
2025-09-17,ORD-20250917-0523,SKU005,調味料_01,14
2025-09-17,ORD-20250917-0524,SKU086,米麵_09,2
2025-09-17,ORD-20250917-0524,SKU052,飲料_06,4
2025-09-17,ORD-20250917-0524,SKU008,個人保養_01,25
2025-09-17,ORD-20250917-0524,SKU070,紙品_07,3
2025-09-17,ORD-20250917-0525,SKU014,罐頭_02,8
2025-09-17,ORD-20250917-0525,SKU001,即食麵_01,10
2025-09-17,ORD-20250917-0525,SKU072,飲料_08,3
2025-09-17,ORD-20250917-0525,SKU064,罐頭_07,5
2025-09-17,ORD-20250917-0525,SKU087,冷凍食品_09,1
2025-09-17,ORD-20250917-0525,SKU019,清潔用品_02,16
2025-09-17,ORD-20250917-0525,SKU014,罐頭_02,18
2025-09-17,ORD-20250917-0525,SKU067,冷凍食品_07,5
2025-09-17,ORD-20250917-0525,SKU046,米麵_05,10
2025-09-17,ORD-20250917-0526,SKU009,清潔用品_01,14
2025-09-17,ORD-20250917-0526,SKU043,零食_05,7
2025-09-17,ORD-20250917-0526,SKU053,零食_06,5
2025-09-17,ORD-20250917-0526,SKU036,米麵_04,3
2025-09-17,ORD-20250917-0526,SKU004,罐頭_01,8
2025-09-17,ORD-20250917-0526,SKU017,冷凍食品_02,10
2025-09-17,ORD-20250917-0526,SKU036,米麵_04,5
2025-09-17,ORD-20250917-0526,SKU001,即食麵_01,21
2025-09-17,ORD-20250917-0526,SKU004,罐頭_01,25
2025-09-17,ORD-20250917-0527,SKU068,個人保養_07,2
2025-09-17,ORD-20250917-0527,SKU042,飲料_05,6
2025-09-17,ORD-20250917-0527,SKU058,個人保養_06,2
2025-09-17,ORD-20250917-0527,SKU009,清潔用品_01,23
2025-09-17,ORD-20250917-0527,SKU019,清潔用品_02,15
2025-09-17,ORD-20250917-0528,SKU004,罐頭_01,12
2025-09-17,ORD-20250917-0528,SKU015,調味料_02,5
2025-09-17,ORD-20250917-0528,SKU004,罐頭_01,5
2025-09-17,ORD-20250917-0528,SKU073,零食_08,5
2025-09-17,ORD-20250917-0528,SKU088,個人保養_09,5
2025-09-17,ORD-20250917-0528,SKU075,調味料_08,2
2025-09-18,ORD-20250918-0529,SKU004,罐頭_01,16
2025-09-18,ORD-20250918-0529,SKU044,罐頭_05,4
2025-09-18,ORD-20250918-0529,SKU003,零食_01,23
2025-09-18,ORD-20250918-0529,SKU014,罐頭_02,8
2025-09-18,ORD-20250918-0529,SKU016,米麵_02,5
2025-09-18,ORD-20250918-0529,SKU006,米麵_01,21
2025-09-18,ORD-20250918-0529,SKU002,飲料_01,18
2025-09-18,ORD-20250918-0530,SKU064,罐頭_07,4
2025-09-18,ORD-20250918-0530,SKU021,即食麵_03,8
2025-09-18,ORD-20250918-0530,SKU005,調味料_01,9
2025-09-18,ORD-20250918-0530,SKU004,罐頭_01,18
2025-09-18,ORD-20250918-0530,SKU088,個人保養_09,2
2025-09-18,ORD-20250918-0530,SKU062,飲料_07,5
2025-09-18,ORD-20250918-0530,SKU007,冷凍食品_01,11
2025-09-18,ORD-20250918-0531,SKU048,個人保養_05,5
2025-09-18,ORD-20250918-0531,SKU004,罐頭_01,24
2025-09-18,ORD-20250918-0531,SKU004,罐頭_01,19
2025-09-18,ORD-20250918-0531,SKU058,個人保養_06,2
2025-09-18,ORD-20250918-0531,SKU001,即食麵_01,16
2025-09-18,ORD-20250918-0531,SKU095,調味料_10,5
2025-09-18,ORD-20250918-0532,SKU037,冷凍食品_04,11
2025-09-18,ORD-20250918-0532,SKU002,飲料_01,13
2025-09-18,ORD-20250918-0532,SKU019,清潔用品_02,7
2025-09-18,ORD-20250918-0532,SKU073,零食_08,1
2025-09-18,ORD-20250918-0532,SKU094,罐頭_10,5
2025-09-18,ORD-20250918-0532,SKU013,零食_02,6
2025-09-18,ORD-20250918-0532,SKU005,調味料_01,6
